<<<<<<< Updated upstream
5.0 6.0 -2.1666666666666665 -5.166666666666666
2.8333333333333335 0.8333333333333339 -2.1111111111111107 0.8888888888888885
0.7222222222222228 1.7222222222222223 0.3425925925925922 -1.1574074074074072
1.0648148148148149 0.5648148148148151 -0.6466049382716048 0.10339506172839481
0.41820987654321007 0.66820987654321 0.0064300411522633105 -0.3685699588477365
0.4246399176954734 0.29963991769547343 -0.21446330589849108 -0.026963305898491163
0.2101766117969823 0.27267661179698227 -0.03360053726566079 -0.12735053726566073
0.17657607453132151 0.14532607453132154 -0.07708785817710717 -0.03021285817710719
0.09948821635421434 0.11511321635421436 -0.02404815545140477 -0.0474856554514048
0.07544006090280958 0.06762756090280955 -0.029703978634269868 -0.01798522863426984
0.045736082268539716 0.049642332268539716 -0.01296671492284657 -0.01882608992284657
0.03276936734569315 0.030816242345693145 -0.012062445365231052 -0.009132757865231045
0.020706921980462097 0.0216834844804621 -0.006332645868487363 -0.0077974896184873676
0.014374276111974733 0.013885994861974733 -0.005076256099824911 -0.004343834224824911
0.009298020012149823 0.009542160637149823 -0.002956924639466608 -0.003323135576966608
0.006341095372683216 0.006219025060183216 -0.002184906139852739 -0.002001800671102739
0.0041561892328304765 0.0042172243890804765 -0.0013497925697976588 -0.0014413453041726588
0.002806396663032818 0.002775879084907818 -9.532674749171893E-4 -9.074911077296893E-4
=======
3.0 3.0 -0.0029296875 -0.005859375
2.9970703125 2.994140625 -0.0029268264770507812 -0.005847930908203125
2.994143486022949 2.988292694091797 -0.0029239682480692863 -0.005836509168148041
2.99121951777488 2.982456184923649 -0.002921112810327031 -0.005825109736179002
2.988298404964553 2.97663107518747 -0.002918260161098196 -0.005813732568725527
2.9853801448034547 2.9708173426187443 -0.0029154102976596237 -0.005802377622302235
2.982464734505795 2.965014964996442 -0.0029125632172908155 -0.005791044853508676
2.9795521712885042 2.959223920142933 -0.00290971891727393 -0.005779734219029166
2.9766424523712303 2.953444185923904 -0.0029068773948937796 -0.005768445675632625
2.9737355749763363 2.9476757402482714 -0.0029040386474378285 -0.005757179180172405
2.9708315363288986 2.941918561068099 -0.00290120267219619 -0.005745934689586131
2.9679303336567022 2.9361726263785126 -0.0028983694664616233 -0.0057347121608955325
2.9650319641902407 2.930437914217617 -0.002895539027529532 -0.0057235115512062834
2.9621364251627114 2.9247144026664107 -0.0028927113526979603 -0.005712332817707833
2.9592437138100136 2.9190020698487027 -0.0028898864392675914 -0.0057011759176732475
2.956353827370746 2.9133008939310296 -0.0028870642845417443 -0.005690040808459042
2.9534667630862046 2.9076108531225704 -0.0028842448858263717 -0.00567892744750502
2.9505825182003784 2.9019319256750653 -0.002881428240430057 -0.005667835792334112
2.9477010899599483 2.896264089882731 -0.002878614345664012 -0.005656765800552209
2.9448224756142842 2.8906073240821786 -0.0028758031988420744 -0.005645717429848005
2.941946672415442 2.8849616066523307 -0.0028729947972807052 -0.005634690637992833
2.9390736776181616 2.879326916014338 -0.002870189138298986 -0.005623685382840504
2.9362034884798627 2.8737032306314974 -0.002867386219218616 -0.005612701622327143
2.933336102260644 2.8680905290091703 -0.0028645860373639103 -0.005601739314471036
2.9304715162232804 2.8624887896946993 -0.0028617885900617973 -0.00559079841737246
2.9276097276332185 2.856897991277327 -0.002858993874641815 -0.005579878889213529
2.9247507337585765 2.8513181123881135 -0.00285620188843611 -0.005568980688258034
2.9218945318701404 2.8457491316998555 -0.002853412628779434 -0.00555810377285128
2.919041119241361 2.840191027927004 -0.0028506260930091414 -0.00554724810141993
2.9161904931483518 2.8346437798255844 -0.0028478422784651873 -0.0055364136324718444
2.9133426508698865 2.8291073661931123 -0.0028450611824901236 -0.0055256003245959225
2.9104975896873966 2.8235817658685165 -0.0028422828024290982 -0.005514808136461946
2.9076553068849673 2.8180669577320545 -0.002839507135629851 -0.005504037026820419
2.9048157997493376 2.812562920705234 -0.0028367341794427125 -0.00549328695450241
2.9019790655698947 2.8070696337507317 -0.0028339639312206003 -0.005482557878419398
2.8991451016386742 2.8015870758723125 -0.002831196388319018 -0.00547184975756311
2.8963139052503553 2.7961152261147495 -0.00282843154809605 -0.00546116255100537
2.8934854737022593 2.790654063563744 -0.0028256694079123626 -0.0054504962178979375
2.890659804294347 2.785203567345846 -0.0028229099651311982 -0.005439850717472355
2.8878368943292156 2.7797637166283735 -0.0028201532171183747 -0.005429226009039792
2.8850167411120973 2.7743344906193337 -0.0028173991612422825 -0.005418622051990886
2.882199341950855 2.7689158685673427 -0.002814647794873882 -0.005408038805795591
2.879384694155981 2.763507829761547 -0.0028118991153867003 -0.005397476230003022
2.8765727950405946 2.7581103535315443 -0.0028091531201568307 -0.0053869342842412975
2.873763641920438 2.752723419247303 -0.0028064098065629277 -0.005376412928217389
2.870957232113875 2.7473470063190857 -0.002803669171986206 -0.005365912121716964
2.8681535629418886 2.7419810941973686 -0.002800931213810438 -0.0053554318246042355
2.865352631728078 2.7366256623727643 -0.002798195929421951 -0.005344971996821805
2.862554435798656 2.7312806903759426 -0.002795463316209625 -0.005334532598390513
2.8597589724824464 2.725946157777552 -0.002792733371564889 -0.005324113589409281
2.8569662391108817 2.7206220441881426 -0.0027900060928817204 -0.005313714930054966
2.854176233018 2.7153083292580877 -0.0027872814775566405 -0.005303336580582203
2.8513889515404434 2.7100049926775056 -0.0027845595229887142 -0.005292978501323253
2.848604392017455 2.7047120141761822 -0.0027818402265795458 -0.005282640652687856
2.8458225517908753 2.699429373523494 -0.0027791235857332766 -0.005272322995163075
2.843043428205142 2.694157050528331 -0.002776409597856584 -0.0052620254893131465
2.840267018607286 2.688895025039018 -0.0027736982603586775 -0.005251748095779332
2.837493320346927 2.6836432769432386 -0.002770989570651296 -0.005241490775279763
2.834722330776276 2.6784017861679588 -0.002768283526148707 -0.0052312534886092945
2.831954047250127 2.6731705326793493 -0.002765580124267702 -0.005221036196639354
